Filename,Peak_Counts,Project,Control,Peak_Type,Aligner,Peak_Caller,Deduplicator,Test,Peaks
Namani_with_control_narrow_bwa_mem_genrich_picard_test2_peaks,157964,Namani,with_control,narrow,bwa_mem,genrich,picard,test2,peaks
Namani_with_control_narrow_bwa_mem_genrich_picard_test3_peaks,157964,Namani,with_control,narrow,bwa_mem,genrich,picard,test3,peaks
Namani_with_control_narrow_bwa_mem_genrich_sambamba_test1_peaks,157964,Namani,with_control,narrow,bwa_mem,genrich,sambamba,test1,peaks
Namani_with_control_narrow_bwa_mem_genrich_sambamba_test2_peaks,157964,Namani,with_control,narrow,bwa_mem,genrich,sambamba,test2,peaks
Namani_with_control_narrow_bwa_mem_genrich_sambamba_test3_peaks,157964,Namani,with_control,narrow,bwa_mem,genrich,sambamba,test3,peaks
Namani_with_control_narrow_bwa_mem_genrich_samtools_test1_peaks,157964,Namani,with_control,narrow,bwa_mem,genrich,samtools,test1,peaks
Namani_with_control_narrow_bwa_mem_genrich_samtools_test2_peaks,157964,Namani,with_control,narrow,bwa_mem,genrich,samtools,test2,peaks
Namani_with_control_narrow_bwa_mem_genrich_samtools_test3_peaks,157964,Namani,with_control,narrow,bwa_mem,genrich,samtools,test3,peaks
Namani_with_control_narrow_bwa_mem_macs3_no_deduplication_test1_peaks,2184,Namani,with_control,narrow,bwa_mem,macs3,no_deduplication,test1,peaks
Namani_with_control_narrow_bwa_mem_macs3_no_deduplication_test2_peaks,2184,Namani,with_control,narrow,bwa_mem,macs3,no_deduplication,test2,peaks
Namani_with_control_narrow_bwa_mem_macs3_no_deduplication_test3_peaks,2184,Namani,with_control,narrow,bwa_mem,macs3,no_deduplication,test3,peaks
Namani_with_control_narrow_bwa_mem_macs3_picard_test1_peaks,2186,Namani,with_control,narrow,bwa_mem,macs3,picard,test1,peaks
Namani_with_control_narrow_bwa_mem_macs3_picard_test2_peaks,2186,Namani,with_control,narrow,bwa_mem,macs3,picard,test2,peaks
Namani_with_control_narrow_bwa_mem_macs3_picard_test3_peaks,2186,Namani,with_control,narrow,bwa_mem,macs3,picard,test3,peaks
Namani_with_control_narrow_bwa_mem_macs3_sambamba_test1_peaks,2186,Namani,with_control,narrow,bwa_mem,macs3,sambamba,test1,peaks
Namani_with_control_narrow_bwa_mem_macs3_sambamba_test2_peaks,2186,Namani,with_control,narrow,bwa_mem,macs3,sambamba,test2,peaks
Namani_with_control_narrow_bwa_mem_macs3_sambamba_test3_peaks,2186,Namani,with_control,narrow,bwa_mem,macs3,sambamba,test3,peaks
Namani_with_control_narrow_bwa_mem_macs3_samtools_test1_peaks,2186,Namani,with_control,narrow,bwa_mem,macs3,samtools,test1,peaks
Namani_with_control_narrow_bwa_mem_macs3_samtools_test2_peaks,2186,Namani,with_control,narrow,bwa_mem,macs3,samtools,test2,peaks
Namani_with_control_narrow_bwa_mem_macs3_samtools_test3_peaks,2186,Namani,with_control,narrow,bwa_mem,macs3,samtools,test3,peaks
Namani_with_control_narrow_bwa_mem_pepr_no_deduplication_test1_peaks,68,Namani,with_control,narrow,bwa_mem,pepr,no_deduplication,test1,peaks
Namani_with_control_narrow_bwa_mem_pepr_no_deduplication_test2_peaks,68,Namani,with_control,narrow,bwa_mem,pepr,no_deduplication,test2,peaks
Namani_with_control_narrow_bwa_mem_pepr_no_deduplication_test3_peaks,68,Namani,with_control,narrow,bwa_mem,pepr,no_deduplication,test3,peaks
Namani_with_control_narrow_bwa_mem_pepr_picard_test1_peaks,34,Namani,with_control,narrow,bwa_mem,pepr,picard,test1,peaks
Namani_with_control_narrow_bwa_mem_pepr_picard_test2_peaks,34,Namani,with_control,narrow,bwa_mem,pepr,picard,test2,peaks
Namani_with_control_narrow_bwa_mem_pepr_picard_test3_peaks,34,Namani,with_control,narrow,bwa_mem,pepr,picard,test3,peaks
Namani_with_control_narrow_bwa_mem_pepr_sambamba_test1_peaks,34,Namani,with_control,narrow,bwa_mem,pepr,sambamba,test1,peaks
Namani_with_control_narrow_bwa_mem_pepr_sambamba_test2_peaks,34,Namani,with_control,narrow,bwa_mem,pepr,sambamba,test2,peaks
Namani_with_control_narrow_bwa_mem_pepr_sambamba_test3_peaks,34,Namani,with_control,narrow,bwa_mem,pepr,sambamba,test3,peaks
Namani_with_control_narrow_bwa_mem_pepr_samtools_test1_peaks,34,Namani,with_control,narrow,bwa_mem,pepr,samtools,test1,peaks
Namani_with_control_narrow_bwa_mem_pepr_samtools_test2_peaks,34,Namani,with_control,narrow,bwa_mem,pepr,samtools,test2,peaks
Namani_with_control_narrow_bwa_mem_pepr_samtools_test3_peaks,34,Namani,with_control,narrow,bwa_mem,pepr,samtools,test3,peaks
Rube_no_control_broad_STAR_genrich_no_deduplication_test1_peaks,262056,Rube,no_control,broad,STAR,genrich,no_deduplication,test1,peaks
Rube_no_control_broad_STAR_genrich_no_deduplication_test2_peaks,262056,Rube,no_control,broad,STAR,genrich,no_deduplication,test2,peaks
Rube_no_control_broad_STAR_genrich_no_deduplication_test3_peaks,262056,Rube,no_control,broad,STAR,genrich,no_deduplication,test3,peaks
Rube_no_control_broad_STAR_genrich_picard_test1_peaks,252162,Rube,no_control,broad,STAR,genrich,picard,test1,peaks
Rube_no_control_broad_STAR_genrich_picard_test2_peaks,252162,Rube,no_control,broad,STAR,genrich,picard,test2,peaks
Rube_no_control_broad_STAR_genrich_picard_test3_peaks,252162,Rube,no_control,broad,STAR,genrich,picard,test3,peaks
Rube_no_control_broad_STAR_genrich_sambamba_test1_peaks,252158,Rube,no_control,broad,STAR,genrich,sambamba,test1,peaks
Rube_no_control_broad_STAR_genrich_sambamba_test2_peaks,252160,Rube,no_control,broad,STAR,genrich,sambamba,test2,peaks
Rube_no_control_broad_STAR_genrich_sambamba_test3_peaks,252158,Rube,no_control,broad,STAR,genrich,sambamba,test3,peaks
Rube_no_control_broad_STAR_genrich_samtools_test1_peaks,252162,Rube,no_control,broad,STAR,genrich,samtools,test1,peaks
Rube_no_control_broad_STAR_genrich_samtools_test2_peaks,252162,Rube,no_control,broad,STAR,genrich,samtools,test2,peaks
Rube_no_control_broad_STAR_genrich_samtools_test3_peaks,252162,Rube,no_control,broad,STAR,genrich,samtools,test3,peaks
Rube_no_control_broad_STAR_macs3_no_deduplication_test1_peaks,1127607,Rube,no_control,broad,STAR,macs3,no_deduplication,test1,peaks
Rube_no_control_broad_STAR_macs3_no_deduplication_test2_peaks,1127607,Rube,no_control,broad,STAR,macs3,no_deduplication,test2,peaks
Rube_no_control_broad_STAR_macs3_no_deduplication_test3_peaks,1127607,Rube,no_control,broad,STAR,macs3,no_deduplication,test3,peaks
Rube_no_control_broad_STAR_macs3_picard_test1_peaks,1157880,Rube,no_control,broad,STAR,macs3,picard,test1,peaks
Rube_no_control_broad_STAR_macs3_picard_test2_peaks,1157880,Rube,no_control,broad,STAR,macs3,picard,test2,peaks
Rube_no_control_broad_STAR_macs3_picard_test3_peaks,1157880,Rube,no_control,broad,STAR,macs3,picard,test3,peaks
Rube_no_control_broad_STAR_macs3_sambamba_test1_peaks,1157882,Rube,no_control,broad,STAR,macs3,sambamba,test1,peaks
Rube_no_control_broad_STAR_macs3_sambamba_test2_peaks,1157876,Rube,no_control,broad,STAR,macs3,sambamba,test2,peaks
Rube_no_control_broad_STAR_macs3_sambamba_test3_peaks,1157881,Rube,no_control,broad,STAR,macs3,sambamba,test3,peaks
Rube_no_control_broad_STAR_macs3_samtools_test1_peaks,1157880,Rube,no_control,broad,STAR,macs3,samtools,test1,peaks
Rube_no_control_broad_STAR_macs3_samtools_test2_peaks,1157880,Rube,no_control,broad,STAR,macs3,samtools,test2,peaks
Rube_no_control_broad_STAR_macs3_samtools_test3_peaks,1157880,Rube,no_control,broad,STAR,macs3,samtools,test3,peaks
Rube_no_control_broad_bowtie2_genrich_no_deduplication_test1_peaks,213502,Rube,no_control,broad,bowtie2,genrich,no_deduplication,test1,peaks
Rube_no_control_broad_bowtie2_genrich_no_deduplication_test2_peaks,213502,Rube,no_control,broad,bowtie2,genrich,no_deduplication,test2,peaks
Rube_no_control_broad_bowtie2_genrich_no_deduplication_test3_peaks,213502,Rube,no_control,broad,bowtie2,genrich,no_deduplication,test3,peaks
Rube_no_control_broad_bowtie2_genrich_picard_test1_peaks,178414,Rube,no_control,broad,bowtie2,genrich,picard,test1,peaks
Rube_no_control_broad_bowtie2_genrich_picard_test2_peaks,178414,Rube,no_control,broad,bowtie2,genrich,picard,test2,peaks
Rube_no_control_broad_bowtie2_genrich_picard_test3_peaks,178414,Rube,no_control,broad,bowtie2,genrich,picard,test3,peaks
Rube_no_control_broad_bowtie2_genrich_sambamba_test1_peaks,178414,Rube,no_control,broad,bowtie2,genrich,sambamba,test1,peaks
Rube_no_control_broad_bowtie2_genrich_sambamba_test2_peaks,178414,Rube,no_control,broad,bowtie2,genrich,sambamba,test2,peaks
Rube_no_control_broad_bowtie2_genrich_sambamba_test3_peaks,178414,Rube,no_control,broad,bowtie2,genrich,sambamba,test3,peaks
Rube_no_control_broad_bowtie2_genrich_samtools_test1_peaks,178414,Rube,no_control,broad,bowtie2,genrich,samtools,test1,peaks
Rube_no_control_broad_bowtie2_genrich_samtools_test2_peaks,178414,Rube,no_control,broad,bowtie2,genrich,samtools,test2,peaks
Rube_no_control_broad_bowtie2_genrich_samtools_test3_peaks,178414,Rube,no_control,broad,bowtie2,genrich,samtools,test3,peaks
Rube_no_control_broad_bowtie2_macs3_no_deduplication_test1_peaks,1329607,Rube,no_control,broad,bowtie2,macs3,no_deduplication,test1,peaks
Rube_no_control_broad_bowtie2_macs3_no_deduplication_test2_peaks,1329607,Rube,no_control,broad,bowtie2,macs3,no_deduplication,test2,peaks
Rube_no_control_broad_bowtie2_macs3_no_deduplication_test3_peaks,1329607,Rube,no_control,broad,bowtie2,macs3,no_deduplication,test3,peaks
Rube_no_control_broad_bowtie2_macs3_picard_test1_peaks,1329607,Rube,no_control,broad,bowtie2,macs3,picard,test1,peaks
Rube_no_control_broad_bowtie2_macs3_picard_test2_peaks,1329607,Rube,no_control,broad,bowtie2,macs3,picard,test2,peaks
Rube_no_control_broad_bowtie2_macs3_picard_test3_peaks,1329607,Rube,no_control,broad,bowtie2,macs3,picard,test3,peaks
Rube_no_control_broad_bowtie2_macs3_sambamba_test1_peaks,1329607,Rube,no_control,broad,bowtie2,macs3,sambamba,test1,peaks
Rube_no_control_broad_bowtie2_macs3_sambamba_test2_peaks,1329607,Rube,no_control,broad,bowtie2,macs3,sambamba,test2,peaks
Rube_no_control_broad_bowtie2_macs3_sambamba_test3_peaks,1329607,Rube,no_control,broad,bowtie2,macs3,sambamba,test3,peaks
Rube_no_control_broad_bowtie2_macs3_samtools_test1_peaks,1329607,Rube,no_control,broad,bowtie2,macs3,samtools,test1,peaks
Rube_no_control_broad_bowtie2_macs3_samtools_test2_peaks,1329607,Rube,no_control,broad,bowtie2,macs3,samtools,test2,peaks
Rube_no_control_broad_bowtie2_macs3_samtools_test3_peaks,1329607,Rube,no_control,broad,bowtie2,macs3,samtools,test3,peaks
Rube_no_control_broad_bwa_mem_genrich_no_deduplication_test1_peaks,213655,Rube,no_control,broad,bwa_mem,genrich,no_deduplication,test1,peaks
Rube_no_control_broad_bwa_mem_genrich_no_deduplication_test2_peaks,213655,Rube,no_control,broad,bwa_mem,genrich,no_deduplication,test2,peaks
Rube_no_control_broad_bwa_mem_genrich_no_deduplication_test3_peaks,213655,Rube,no_control,broad,bwa_mem,genrich,no_deduplication,test3,peaks
Rube_no_control_broad_bwa_mem_genrich_picard_test1_peaks,172404,Rube,no_control,broad,bwa_mem,genrich,picard,test1,peaks
Rube_no_control_broad_bwa_mem_genrich_picard_test2_peaks,172404,Rube,no_control,broad,bwa_mem,genrich,picard,test2,peaks
Rube_no_control_broad_bwa_mem_genrich_picard_test3_peaks,172404,Rube,no_control,broad,bwa_mem,genrich,picard,test3,peaks
Rube_no_control_broad_bwa_mem_genrich_sambamba_test1_peaks,172403,Rube,no_control,broad,bwa_mem,genrich,sambamba,test1,peaks
Rube_no_control_broad_bwa_mem_genrich_sambamba_test2_peaks,172403,Rube,no_control,broad,bwa_mem,genrich,sambamba,test2,peaks
Rube_no_control_broad_bwa_mem_genrich_sambamba_test3_peaks,172403,Rube,no_control,broad,bwa_mem,genrich,sambamba,test3,peaks
Rube_no_control_broad_bwa_mem_genrich_samtools_test1_peaks,172404,Rube,no_control,broad,bwa_mem,genrich,samtools,test1,peaks
Rube_no_control_broad_bwa_mem_genrich_samtools_test2_peaks,172404,Rube,no_control,broad,bwa_mem,genrich,samtools,test2,peaks
Rube_no_control_broad_bwa_mem_genrich_samtools_test3_peaks,172404,Rube,no_control,broad,bwa_mem,genrich,samtools,test3,peaks
Rube_no_control_broad_bwa_mem_macs3_no_deduplication_test1_peaks,1285951,Rube,no_control,broad,bwa_mem,macs3,no_deduplication,test1,peaks
Rube_no_control_broad_bwa_mem_macs3_no_deduplication_test2_peaks,1285951,Rube,no_control,broad,bwa_mem,macs3,no_deduplication,test2,peaks
Rube_no_control_broad_bwa_mem_macs3_no_deduplication_test3_peaks,1285951,Rube,no_control,broad,bwa_mem,macs3,no_deduplication,test3,peaks
Rube_no_control_broad_bwa_mem_macs3_picard_test1_peaks,1323012,Rube,no_control,broad,bwa_mem,macs3,picard,test1,peaks
Rube_no_control_broad_bwa_mem_macs3_picard_test2_peaks,1323012,Rube,no_control,broad,bwa_mem,macs3,picard,test2,peaks
Rube_no_control_broad_bwa_mem_macs3_picard_test3_peaks,1323012,Rube,no_control,broad,bwa_mem,macs3,picard,test3,peaks
Rube_no_control_broad_bwa_mem_macs3_sambamba_test1_peaks,1323015,Rube,no_control,broad,bwa_mem,macs3,sambamba,test1,peaks
Rube_no_control_broad_bwa_mem_macs3_sambamba_test2_peaks,1323015,Rube,no_control,broad,bwa_mem,macs3,sambamba,test2,peaks
Rube_no_control_broad_bwa_mem_macs3_sambamba_test3_peaks,1323015,Rube,no_control,broad,bwa_mem,macs3,sambamba,test3,peaks
Rube_no_control_broad_bwa_mem_macs3_samtools_test1_peaks,1323012,Rube,no_control,broad,bwa_mem,macs3,samtools,test1,peaks
Rube_no_control_broad_bwa_mem_macs3_samtools_test2_peaks,1323012,Rube,no_control,broad,bwa_mem,macs3,samtools,test2,peaks
Rube_no_control_broad_bwa_mem_macs3_samtools_test3_peaks,1323012,Rube,no_control,broad,bwa_mem,macs3,samtools,test3,peaks
Rube_no_control_narrow_STAR_genrich_no_deduplication_test1_peaks,262056,Rube,no_control,narrow,STAR,genrich,no_deduplication,test1,peaks
Rube_no_control_narrow_STAR_genrich_no_deduplication_test2_peaks,262056,Rube,no_control,narrow,STAR,genrich,no_deduplication,test2,peaks
Rube_no_control_narrow_STAR_genrich_no_deduplication_test3_peaks,262056,Rube,no_control,narrow,STAR,genrich,no_deduplication,test3,peaks
Rube_no_control_narrow_STAR_genrich_picard_test1_peaks,252162,Rube,no_control,narrow,STAR,genrich,picard,test1,peaks
Rube_no_control_narrow_STAR_genrich_picard_test2_peaks,252162,Rube,no_control,narrow,STAR,genrich,picard,test2,peaks
Rube_no_control_narrow_STAR_genrich_picard_test3_peaks,252162,Rube,no_control,narrow,STAR,genrich,picard,test3,peaks
Rube_no_control_narrow_STAR_genrich_sambamba_test1_peaks,252160,Rube,no_control,narrow,STAR,genrich,sambamba,test1,peaks
Rube_no_control_narrow_STAR_genrich_sambamba_test2_peaks,252158,Rube,no_control,narrow,STAR,genrich,sambamba,test2,peaks
Rube_no_control_narrow_STAR_genrich_sambamba_test3_peaks,252159,Rube,no_control,narrow,STAR,genrich,sambamba,test3,peaks
Rube_no_control_narrow_STAR_genrich_samtools_test1_peaks,252162,Rube,no_control,narrow,STAR,genrich,samtools,test1,peaks
Rube_no_control_narrow_STAR_genrich_samtools_test2_peaks,252162,Rube,no_control,narrow,STAR,genrich,samtools,test2,peaks
Rube_no_control_narrow_STAR_genrich_samtools_test3_peaks,252162,Rube,no_control,narrow,STAR,genrich,samtools,test3,peaks
Rube_no_control_narrow_STAR_macs3_no_deduplication_test1_peaks,1181666,Rube,no_control,narrow,STAR,macs3,no_deduplication,test1,peaks
Rube_no_control_narrow_STAR_macs3_no_deduplication_test2_peaks,1181666,Rube,no_control,narrow,STAR,macs3,no_deduplication,test2,peaks
Rube_no_control_narrow_STAR_macs3_no_deduplication_test3_peaks,1181666,Rube,no_control,narrow,STAR,macs3,no_deduplication,test3,peaks
Rube_no_control_narrow_STAR_macs3_picard_test1_peaks,1168342,Rube,no_control,narrow,STAR,macs3,picard,test1,peaks
Rube_no_control_narrow_STAR_macs3_picard_test2_peaks,1168342,Rube,no_control,narrow,STAR,macs3,picard,test2,peaks
Rube_no_control_narrow_STAR_macs3_picard_test3_peaks,1168342,Rube,no_control,narrow,STAR,macs3,picard,test3,peaks
Rube_no_control_narrow_STAR_macs3_sambamba_test1_peaks,1168346,Rube,no_control,narrow,STAR,macs3,sambamba,test1,peaks
Rube_no_control_narrow_STAR_macs3_sambamba_test2_peaks,1168345,Rube,no_control,narrow,STAR,macs3,sambamba,test2,peaks
Rube_no_control_narrow_STAR_macs3_sambamba_test3_peaks,1168346,Rube,no_control,narrow,STAR,macs3,sambamba,test3,peaks
Rube_no_control_narrow_STAR_macs3_samtools_test1_peaks,1168342,Rube,no_control,narrow,STAR,macs3,samtools,test1,peaks
Rube_no_control_narrow_STAR_macs3_samtools_test2_peaks,1168342,Rube,no_control,narrow,STAR,macs3,samtools,test2,peaks
Rube_no_control_narrow_STAR_macs3_samtools_test3_peaks,1168342,Rube,no_control,narrow,STAR,macs3,samtools,test3,peaks
Rube_no_control_narrow_bowtie2_genrich_no_deduplication_test1_peaks,213502,Rube,no_control,narrow,bowtie2,genrich,no_deduplication,test1,peaks
Rube_no_control_narrow_bowtie2_genrich_no_deduplication_test2_peaks,213502,Rube,no_control,narrow,bowtie2,genrich,no_deduplication,test2,peaks
Rube_no_control_narrow_bowtie2_genrich_no_deduplication_test3_peaks,213502,Rube,no_control,narrow,bowtie2,genrich,no_deduplication,test3,peaks
Rube_no_control_narrow_bowtie2_genrich_picard_test1_peaks,178414,Rube,no_control,narrow,bowtie2,genrich,picard,test1,peaks
Rube_no_control_narrow_bowtie2_genrich_picard_test2_peaks,178414,Rube,no_control,narrow,bowtie2,genrich,picard,test2,peaks
Rube_no_control_narrow_bowtie2_genrich_picard_test3_peaks,178414,Rube,no_control,narrow,bowtie2,genrich,picard,test3,peaks
Rube_no_control_narrow_bowtie2_genrich_sambamba_test1_peaks,178414,Rube,no_control,narrow,bowtie2,genrich,sambamba,test1,peaks
Rube_no_control_narrow_bowtie2_genrich_sambamba_test2_peaks,178414,Rube,no_control,narrow,bowtie2,genrich,sambamba,test2,peaks
Rube_no_control_narrow_bowtie2_genrich_sambamba_test3_peaks,178414,Rube,no_control,narrow,bowtie2,genrich,sambamba,test3,peaks
Rube_no_control_narrow_bowtie2_genrich_samtools_test1_peaks,178414,Rube,no_control,narrow,bowtie2,genrich,samtools,test1,peaks
Rube_no_control_narrow_bowtie2_genrich_samtools_test2_peaks,178414,Rube,no_control,narrow,bowtie2,genrich,samtools,test2,peaks
Rube_no_control_narrow_bowtie2_genrich_samtools_test3_peaks,178414,Rube,no_control,narrow,bowtie2,genrich,samtools,test3,peaks
Rube_no_control_narrow_bowtie2_macs3_no_deduplication_test1_peaks,1402728,Rube,no_control,narrow,bowtie2,macs3,no_deduplication,test1,peaks
Rube_no_control_narrow_bowtie2_macs3_no_deduplication_test2_peaks,1402728,Rube,no_control,narrow,bowtie2,macs3,no_deduplication,test2,peaks
Rube_no_control_narrow_bowtie2_macs3_no_deduplication_test3_peaks,1402728,Rube,no_control,narrow,bowtie2,macs3,no_deduplication,test3,peaks
Rube_no_control_narrow_bowtie2_macs3_picard_test1_peaks,1402728,Rube,no_control,narrow,bowtie2,macs3,picard,test1,peaks
Rube_no_control_narrow_bowtie2_macs3_picard_test2_peaks,1402728,Rube,no_control,narrow,bowtie2,macs3,picard,test2,peaks
Rube_no_control_narrow_bowtie2_macs3_picard_test3_peaks,1402728,Rube,no_control,narrow,bowtie2,macs3,picard,test3,peaks
Rube_no_control_narrow_bowtie2_macs3_sambamba_test1_peaks,1402728,Rube,no_control,narrow,bowtie2,macs3,sambamba,test1,peaks
Rube_no_control_narrow_bowtie2_macs3_sambamba_test2_peaks,1402728,Rube,no_control,narrow,bowtie2,macs3,sambamba,test2,peaks
Rube_no_control_narrow_bowtie2_macs3_sambamba_test3_peaks,1402728,Rube,no_control,narrow,bowtie2,macs3,sambamba,test3,peaks
Rube_no_control_narrow_bowtie2_macs3_samtools_test1_peaks,1402728,Rube,no_control,narrow,bowtie2,macs3,samtools,test1,peaks
Rube_no_control_narrow_bowtie2_macs3_samtools_test2_peaks,1402728,Rube,no_control,narrow,bowtie2,macs3,samtools,test2,peaks
Rube_no_control_narrow_bowtie2_macs3_samtools_test3_peaks,1402728,Rube,no_control,narrow,bowtie2,macs3,samtools,test3,peaks
Rube_no_control_narrow_bwa_mem_genrich_no_deduplication_test1_peaks,213655,Rube,no_control,narrow,bwa_mem,genrich,no_deduplication,test1,peaks
Rube_no_control_narrow_bwa_mem_genrich_no_deduplication_test2_peaks,213655,Rube,no_control,narrow,bwa_mem,genrich,no_deduplication,test2,peaks
Rube_no_control_narrow_bwa_mem_genrich_no_deduplication_test3_peaks,213655,Rube,no_control,narrow,bwa_mem,genrich,no_deduplication,test3,peaks
Rube_no_control_narrow_bwa_mem_genrich_picard_test1_peaks,172404,Rube,no_control,narrow,bwa_mem,genrich,picard,test1,peaks
Rube_no_control_narrow_bwa_mem_genrich_picard_test2_peaks,172404,Rube,no_control,narrow,bwa_mem,genrich,picard,test2,peaks
Rube_no_control_narrow_bwa_mem_genrich_picard_test3_peaks,172404,Rube,no_control,narrow,bwa_mem,genrich,picard,test3,peaks
Rube_no_control_narrow_bwa_mem_genrich_sambamba_test1_peaks,172403,Rube,no_control,narrow,bwa_mem,genrich,sambamba,test1,peaks
Rube_no_control_narrow_bwa_mem_genrich_sambamba_test2_peaks,172403,Rube,no_control,narrow,bwa_mem,genrich,sambamba,test2,peaks
Rube_no_control_narrow_bwa_mem_genrich_sambamba_test3_peaks,172403,Rube,no_control,narrow,bwa_mem,genrich,sambamba,test3,peaks
Rube_no_control_narrow_bwa_mem_genrich_samtools_test1_peaks,172404,Rube,no_control,narrow,bwa_mem,genrich,samtools,test1,peaks
Rube_no_control_narrow_bwa_mem_genrich_samtools_test2_peaks,172404,Rube,no_control,narrow,bwa_mem,genrich,samtools,test2,peaks
Rube_no_control_narrow_bwa_mem_genrich_samtools_test3_peaks,172404,Rube,no_control,narrow,bwa_mem,genrich,samtools,test3,peaks
Rube_no_control_narrow_bwa_mem_macs3_no_deduplication_test1_peaks,1400667,Rube,no_control,narrow,bwa_mem,macs3,no_deduplication,test1,peaks
Rube_no_control_narrow_bwa_mem_macs3_no_deduplication_test2_peaks,1400667,Rube,no_control,narrow,bwa_mem,macs3,no_deduplication,test2,peaks
Rube_no_control_narrow_bwa_mem_macs3_no_deduplication_test3_peaks,1400667,Rube,no_control,narrow,bwa_mem,macs3,no_deduplication,test3,peaks
Rube_no_control_narrow_bwa_mem_macs3_picard_test1_peaks,1396652,Rube,no_control,narrow,bwa_mem,macs3,picard,test1,peaks
Rube_no_control_narrow_bwa_mem_macs3_picard_test2_peaks,1396652,Rube,no_control,narrow,bwa_mem,macs3,picard,test2,peaks
Rube_no_control_narrow_bwa_mem_macs3_picard_test3_peaks,1396652,Rube,no_control,narrow,bwa_mem,macs3,picard,test3,peaks
Rube_no_control_narrow_bwa_mem_macs3_sambamba_test1_peaks,1396652,Rube,no_control,narrow,bwa_mem,macs3,sambamba,test1,peaks
Rube_no_control_narrow_bwa_mem_macs3_sambamba_test2_peaks,1396652,Rube,no_control,narrow,bwa_mem,macs3,sambamba,test2,peaks
Rube_no_control_narrow_bwa_mem_macs3_sambamba_test3_peaks,1396652,Rube,no_control,narrow,bwa_mem,macs3,sambamba,test3,peaks
Rube_no_control_narrow_bwa_mem_macs3_samtools_test1_peaks,1396652,Rube,no_control,narrow,bwa_mem,macs3,samtools,test1,peaks
Rube_no_control_narrow_bwa_mem_macs3_samtools_test2_peaks,1396652,Rube,no_control,narrow,bwa_mem,macs3,samtools,test2,peaks
Rube_no_control_narrow_bwa_mem_macs3_samtools_test3_peaks,1396652,Rube,no_control,narrow,bwa_mem,macs3,samtools,test3,peaks
Rube_with_control_broad_STAR_cisgenome_no_deduplication_test1_peaks,3110,Rube,with_control,broad,STAR,cisgenome,no_deduplication,test1,peaks
Rube_with_control_broad_STAR_cisgenome_no_deduplication_test2_peaks,3110,Rube,with_control,broad,STAR,cisgenome,no_deduplication,test2,peaks
Rube_with_control_broad_STAR_cisgenome_no_deduplication_test3_peaks,3110,Rube,with_control,broad,STAR,cisgenome,no_deduplication,test3,peaks
Rube_with_control_broad_STAR_cisgenome_picard_test1_peaks,5918,Rube,with_control,broad,STAR,cisgenome,picard,test1,peaks
Rube_with_control_broad_STAR_cisgenome_picard_test2_peaks,5918,Rube,with_control,broad,STAR,cisgenome,picard,test2,peaks
Rube_with_control_broad_STAR_cisgenome_picard_test3_peaks,5918,Rube,with_control,broad,STAR,cisgenome,picard,test3,peaks
Rube_with_control_broad_STAR_cisgenome_sambamba_test1_peaks,5918,Rube,with_control,broad,STAR,cisgenome,sambamba,test1,peaks
Rube_with_control_broad_STAR_cisgenome_sambamba_test2_peaks,5918,Rube,with_control,broad,STAR,cisgenome,sambamba,test2,peaks
Rube_with_control_broad_STAR_cisgenome_sambamba_test3_peaks,5918,Rube,with_control,broad,STAR,cisgenome,sambamba,test3,peaks
Rube_with_control_broad_STAR_cisgenome_samtools_test1_peaks,5918,Rube,with_control,broad,STAR,cisgenome,samtools,test1,peaks
Rube_with_control_broad_STAR_cisgenome_samtools_test2_peaks,5918,Rube,with_control,broad,STAR,cisgenome,samtools,test2,peaks
Rube_with_control_broad_STAR_cisgenome_samtools_test3_peaks,5918,Rube,with_control,broad,STAR,cisgenome,samtools,test3,peaks
Rube_with_control_broad_STAR_genrich_no_deduplication_test1_peaks,166104,Rube,with_control,broad,STAR,genrich,no_deduplication,test1,peaks
Rube_with_control_broad_STAR_genrich_no_deduplication_test2_peaks,166104,Rube,with_control,broad,STAR,genrich,no_deduplication,test2,peaks
Rube_with_control_broad_STAR_genrich_no_deduplication_test3_peaks,166104,Rube,with_control,broad,STAR,genrich,no_deduplication,test3,peaks
Rube_with_control_broad_STAR_genrich_picard_test1_peaks,127543,Rube,with_control,broad,STAR,genrich,picard,test1,peaks
Rube_with_control_broad_STAR_genrich_picard_test2_peaks,127543,Rube,with_control,broad,STAR,genrich,picard,test2,peaks
Rube_with_control_broad_STAR_genrich_picard_test3_peaks,127543,Rube,with_control,broad,STAR,genrich,picard,test3,peaks
Rube_with_control_broad_STAR_genrich_sambamba_test1_peaks,127543,Rube,with_control,broad,STAR,genrich,sambamba,test1,peaks
Rube_with_control_broad_STAR_genrich_sambamba_test2_peaks,127542,Rube,with_control,broad,STAR,genrich,sambamba,test2,peaks
Rube_with_control_broad_STAR_genrich_sambamba_test3_peaks,127542,Rube,with_control,broad,STAR,genrich,sambamba,test3,peaks
Rube_with_control_broad_STAR_genrich_samtools_test1_peaks,127543,Rube,with_control,broad,STAR,genrich,samtools,test1,peaks
Rube_with_control_broad_STAR_genrich_samtools_test2_peaks,127543,Rube,with_control,broad,STAR,genrich,samtools,test2,peaks
Rube_with_control_broad_STAR_genrich_samtools_test3_peaks,127543,Rube,with_control,broad,STAR,genrich,samtools,test3,peaks
