File Name,Project,Control,Peak Type,Aligner,Peak Caller,Deduplicator,Test,Peak Counts
Rube_with_control_broad_bowtie2_genrich_picard_test2_peaks,Rube,with_control,broad,bowtie2,genrich,picard,test2,96308
Rube_with_control_broad_bowtie2_genrich_picard_test3_peaks,Rube,with_control,broad,bowtie2,genrich,picard,test3,96308
Rube_with_control_broad_bowtie2_genrich_sambamba_test1_peaks,Rube,with_control,broad,bowtie2,genrich,sambamba,test1,96310
Rube_with_control_broad_bowtie2_genrich_sambamba_test2_peaks,Rube,with_control,broad,bowtie2,genrich,sambamba,test2,96310
Rube_with_control_broad_bowtie2_genrich_sambamba_test3_peaks,Rube,with_control,broad,bowtie2,genrich,sambamba,test3,96310
Rube_with_control_broad_bowtie2_genrich_samtools_test1_peaks,Rube,with_control,broad,bowtie2,genrich,samtools,test1,96308
Rube_with_control_broad_bowtie2_genrich_samtools_test2_peaks,Rube,with_control,broad,bowtie2,genrich,samtools,test2,96308
Rube_with_control_broad_bowtie2_genrich_samtools_test3_peaks,Rube,with_control,broad,bowtie2,genrich,samtools,test3,96308
Rube_with_control_broad_bowtie2_macs3_no_deduplication_test1_peaks,Rube,with_control,broad,bowtie2,macs3,no_deduplication,test1,1158386
Rube_with_control_broad_bowtie2_macs3_no_deduplication_test2_peaks,Rube,with_control,broad,bowtie2,macs3,no_deduplication,test2,1158386
Rube_with_control_broad_bowtie2_macs3_no_deduplication_test3_peaks,Rube,with_control,broad,bowtie2,macs3,no_deduplication,test3,1158386
Rube_with_control_broad_bowtie2_macs3_picard_test1_peaks,Rube,with_control,broad,bowtie2,macs3,picard,test1,1158386
Rube_with_control_broad_bowtie2_macs3_picard_test2_peaks,Rube,with_control,broad,bowtie2,macs3,picard,test2,1158386
Rube_with_control_broad_bowtie2_macs3_picard_test3_peaks,Rube,with_control,broad,bowtie2,macs3,picard,test3,1158386
Rube_with_control_broad_bowtie2_macs3_sambamba_test1_peaks,Rube,with_control,broad,bowtie2,macs3,sambamba,test1,1158386
Rube_with_control_broad_bowtie2_macs3_sambamba_test2_peaks,Rube,with_control,broad,bowtie2,macs3,sambamba,test2,1158386
Rube_with_control_broad_bowtie2_macs3_sambamba_test3_peaks,Rube,with_control,broad,bowtie2,macs3,sambamba,test3,1158386
Rube_with_control_broad_bowtie2_macs3_samtools_test1_peaks,Rube,with_control,broad,bowtie2,macs3,samtools,test1,1158386
Rube_with_control_broad_bowtie2_macs3_samtools_test2_peaks,Rube,with_control,broad,bowtie2,macs3,samtools,test2,1158386
Rube_with_control_broad_bowtie2_macs3_samtools_test3_peaks,Rube,with_control,broad,bowtie2,macs3,samtools,test3,1158386
Rube_with_control_broad_bowtie2_pepr_no_deduplication_test1_peaks,Rube,with_control,broad,bowtie2,pepr,no_deduplication,test1,1117427
Rube_with_control_broad_bowtie2_pepr_no_deduplication_test2_peaks,Rube,with_control,broad,bowtie2,pepr,no_deduplication,test2,1117427
Rube_with_control_broad_bowtie2_pepr_no_deduplication_test3_peaks,Rube,with_control,broad,bowtie2,pepr,no_deduplication,test3,1117427
Rube_with_control_broad_bowtie2_pepr_picard_test1_peaks,Rube,with_control,broad,bowtie2,pepr,picard,test1,327241
Rube_with_control_broad_bowtie2_pepr_picard_test2_peaks,Rube,with_control,broad,bowtie2,pepr,picard,test2,327241
Rube_with_control_broad_bowtie2_pepr_picard_test3_peaks,Rube,with_control,broad,bowtie2,pepr,picard,test3,327241
Rube_with_control_broad_bowtie2_pepr_sambamba_test1_peaks,Rube,with_control,broad,bowtie2,pepr,sambamba,test1,327241
Rube_with_control_broad_bowtie2_pepr_sambamba_test2_peaks,Rube,with_control,broad,bowtie2,pepr,sambamba,test2,327241
Rube_with_control_broad_bowtie2_pepr_sambamba_test3_peaks,Rube,with_control,broad,bowtie2,pepr,sambamba,test3,327241
Rube_with_control_broad_bowtie2_pepr_samtools_test1_peaks,Rube,with_control,broad,bowtie2,pepr,samtools,test1,327241
Rube_with_control_broad_bowtie2_pepr_samtools_test2_peaks,Rube,with_control,broad,bowtie2,pepr,samtools,test2,327241
Rube_with_control_broad_bowtie2_pepr_samtools_test3_peaks,Rube,with_control,broad,bowtie2,pepr,samtools,test3,327241
Rube_with_control_broad_bwa_mem_cisgenome_no_deduplication_test1_peaks,Rube,with_control,broad,bwa_mem,cisgenome,no_deduplication,test1,2086
Rube_with_control_broad_bwa_mem_cisgenome_no_deduplication_test2_peaks,Rube,with_control,broad,bwa_mem,cisgenome,no_deduplication,test2,2086
Rube_with_control_broad_bwa_mem_cisgenome_no_deduplication_test3_peaks,Rube,with_control,broad,bwa_mem,cisgenome,no_deduplication,test3,2086
Rube_with_control_broad_bwa_mem_cisgenome_picard_test1_peaks,Rube,with_control,broad,bwa_mem,cisgenome,picard,test1,15553
Rube_with_control_broad_bwa_mem_cisgenome_picard_test2_peaks,Rube,with_control,broad,bwa_mem,cisgenome,picard,test2,15553
Rube_with_control_broad_bwa_mem_cisgenome_picard_test3_peaks,Rube,with_control,broad,bwa_mem,cisgenome,picard,test3,15553
Rube_with_control_broad_bwa_mem_cisgenome_sambamba_test1_peaks,Rube,with_control,broad,bwa_mem,cisgenome,sambamba,test1,15553
Rube_with_control_broad_bwa_mem_cisgenome_sambamba_test2_peaks,Rube,with_control,broad,bwa_mem,cisgenome,sambamba,test2,15553
Rube_with_control_broad_bwa_mem_cisgenome_sambamba_test3_peaks,Rube,with_control,broad,bwa_mem,cisgenome,sambamba,test3,15553
Rube_with_control_broad_bwa_mem_cisgenome_samtools_test1_peaks,Rube,with_control,broad,bwa_mem,cisgenome,samtools,test1,15553
Rube_with_control_broad_bwa_mem_cisgenome_samtools_test2_peaks,Rube,with_control,broad,bwa_mem,cisgenome,samtools,test2,15553
Rube_with_control_broad_bwa_mem_cisgenome_samtools_test3_peaks,Rube,with_control,broad,bwa_mem,cisgenome,samtools,test3,15553
Rube_with_control_broad_bwa_mem_genrich_no_deduplication_test1_peaks,Rube,with_control,broad,bwa_mem,genrich,no_deduplication,test1,148001
Rube_with_control_broad_bwa_mem_genrich_no_deduplication_test2_peaks,Rube,with_control,broad,bwa_mem,genrich,no_deduplication,test2,148001
Rube_with_control_broad_bwa_mem_genrich_no_deduplication_test3_peaks,Rube,with_control,broad,bwa_mem,genrich,no_deduplication,test3,148001
Rube_with_control_broad_bwa_mem_genrich_picard_test1_peaks,Rube,with_control,broad,bwa_mem,genrich,picard,test1,97047
Rube_with_control_broad_bwa_mem_genrich_picard_test2_peaks,Rube,with_control,broad,bwa_mem,genrich,picard,test2,97047
Rube_with_control_broad_bwa_mem_genrich_picard_test3_peaks,Rube,with_control,broad,bwa_mem,genrich,picard,test3,97047
Rube_with_control_broad_bwa_mem_genrich_sambamba_test1_peaks,Rube,with_control,broad,bwa_mem,genrich,sambamba,test1,97046
Rube_with_control_broad_bwa_mem_genrich_sambamba_test2_peaks,Rube,with_control,broad,bwa_mem,genrich,sambamba,test2,97046
Rube_with_control_broad_bwa_mem_genrich_sambamba_test3_peaks,Rube,with_control,broad,bwa_mem,genrich,sambamba,test3,97046
Rube_with_control_broad_bwa_mem_genrich_samtools_test1_peaks,Rube,with_control,broad,bwa_mem,genrich,samtools,test1,97047
Rube_with_control_broad_bwa_mem_genrich_samtools_test2_peaks,Rube,with_control,broad,bwa_mem,genrich,samtools,test2,97047
Rube_with_control_broad_bwa_mem_genrich_samtools_test3_peaks,Rube,with_control,broad,bwa_mem,genrich,samtools,test3,97047
Rube_with_control_broad_bwa_mem_macs3_no_deduplication_test1_peaks,Rube,with_control,broad,bwa_mem,macs3,no_deduplication,test1,1155504
Rube_with_control_broad_bwa_mem_macs3_no_deduplication_test2_peaks,Rube,with_control,broad,bwa_mem,macs3,no_deduplication,test2,1155504
Rube_with_control_broad_bwa_mem_macs3_no_deduplication_test3_peaks,Rube,with_control,broad,bwa_mem,macs3,no_deduplication,test3,1155504
Rube_with_control_broad_bwa_mem_macs3_picard_test1_peaks,Rube,with_control,broad,bwa_mem,macs3,picard,test1,1153868
Rube_with_control_broad_bwa_mem_macs3_picard_test2_peaks,Rube,with_control,broad,bwa_mem,macs3,picard,test2,1153868
Rube_with_control_broad_bwa_mem_macs3_picard_test3_peaks,Rube,with_control,broad,bwa_mem,macs3,picard,test3,1153868
Rube_with_control_broad_bwa_mem_macs3_sambamba_test1_peaks,Rube,with_control,broad,bwa_mem,macs3,sambamba,test1,1153867
Rube_with_control_broad_bwa_mem_macs3_sambamba_test2_peaks,Rube,with_control,broad,bwa_mem,macs3,sambamba,test2,1153867
Rube_with_control_broad_bwa_mem_macs3_sambamba_test3_peaks,Rube,with_control,broad,bwa_mem,macs3,sambamba,test3,1153867
Rube_with_control_broad_bwa_mem_macs3_samtools_test1_peaks,Rube,with_control,broad,bwa_mem,macs3,samtools,test1,1153868
Rube_with_control_broad_bwa_mem_macs3_samtools_test2_peaks,Rube,with_control,broad,bwa_mem,macs3,samtools,test2,1153868
Rube_with_control_broad_bwa_mem_macs3_samtools_test3_peaks,Rube,with_control,broad,bwa_mem,macs3,samtools,test3,1153868
Rube_with_control_broad_bwa_mem_pepr_no_deduplication_test1_peaks,Rube,with_control,broad,bwa_mem,pepr,no_deduplication,test1,1214058
Rube_with_control_broad_bwa_mem_pepr_no_deduplication_test2_peaks,Rube,with_control,broad,bwa_mem,pepr,no_deduplication,test2,1214058
Rube_with_control_broad_bwa_mem_pepr_no_deduplication_test3_peaks,Rube,with_control,broad,bwa_mem,pepr,no_deduplication,test3,1214058
Rube_with_control_broad_bwa_mem_pepr_picard_test1_peaks,Rube,with_control,broad,bwa_mem,pepr,picard,test1,422788
Rube_with_control_broad_bwa_mem_pepr_picard_test2_peaks,Rube,with_control,broad,bwa_mem,pepr,picard,test2,422788
Rube_with_control_broad_bwa_mem_pepr_picard_test3_peaks,Rube,with_control,broad,bwa_mem,pepr,picard,test3,422788
Rube_with_control_broad_bwa_mem_pepr_sambamba_test1_peaks,Rube,with_control,broad,bwa_mem,pepr,sambamba,test1,422788
Rube_with_control_broad_bwa_mem_pepr_sambamba_test2_peaks,Rube,with_control,broad,bwa_mem,pepr,sambamba,test2,422788
Rube_with_control_broad_bwa_mem_pepr_sambamba_test3_peaks,Rube,with_control,broad,bwa_mem,pepr,sambamba,test3,422788
Rube_with_control_broad_bwa_mem_pepr_samtools_test1_peaks,Rube,with_control,broad,bwa_mem,pepr,samtools,test1,422788
Rube_with_control_broad_bwa_mem_pepr_samtools_test2_peaks,Rube,with_control,broad,bwa_mem,pepr,samtools,test2,422788
Rube_with_control_broad_bwa_mem_pepr_samtools_test3_peaks,Rube,with_control,broad,bwa_mem,pepr,samtools,test3,422788
Rube_with_control_narrow_STAR_cisgenome_no_deduplication_test1_peaks,Rube,with_control,narrow,STAR,cisgenome,no_deduplication,test1,3110
Rube_with_control_narrow_STAR_cisgenome_no_deduplication_test2_peaks,Rube,with_control,narrow,STAR,cisgenome,no_deduplication,test2,3110
Rube_with_control_narrow_STAR_cisgenome_no_deduplication_test3_peaks,Rube,with_control,narrow,STAR,cisgenome,no_deduplication,test3,3110
Rube_with_control_narrow_STAR_cisgenome_picard_test1_peaks,Rube,with_control,narrow,STAR,cisgenome,picard,test1,5918
Rube_with_control_narrow_STAR_cisgenome_picard_test2_peaks,Rube,with_control,narrow,STAR,cisgenome,picard,test2,5918
Rube_with_control_narrow_STAR_cisgenome_picard_test3_peaks,Rube,with_control,narrow,STAR,cisgenome,picard,test3,5918
Rube_with_control_narrow_STAR_cisgenome_sambamba_test1_peaks,Rube,with_control,narrow,STAR,cisgenome,sambamba,test1,5918
Rube_with_control_narrow_STAR_cisgenome_sambamba_test2_peaks,Rube,with_control,narrow,STAR,cisgenome,sambamba,test2,5918
Rube_with_control_narrow_STAR_cisgenome_sambamba_test3_peaks,Rube,with_control,narrow,STAR,cisgenome,sambamba,test3,5918
Rube_with_control_narrow_STAR_cisgenome_samtools_test1_peaks,Rube,with_control,narrow,STAR,cisgenome,samtools,test1,5918
Rube_with_control_narrow_STAR_cisgenome_samtools_test2_peaks,Rube,with_control,narrow,STAR,cisgenome,samtools,test2,5918
Rube_with_control_narrow_STAR_cisgenome_samtools_test3_peaks,Rube,with_control,narrow,STAR,cisgenome,samtools,test3,5918
Rube_with_control_narrow_STAR_genrich_no_deduplication_test1_peaks,Rube,with_control,narrow,STAR,genrich,no_deduplication,test1,166104
Rube_with_control_narrow_STAR_genrich_no_deduplication_test2_peaks,Rube,with_control,narrow,STAR,genrich,no_deduplication,test2,166104
Rube_with_control_narrow_STAR_genrich_no_deduplication_test3_peaks,Rube,with_control,narrow,STAR,genrich,no_deduplication,test3,166104
Rube_with_control_narrow_STAR_genrich_picard_test1_peaks,Rube,with_control,narrow,STAR,genrich,picard,test1,127543
Rube_with_control_narrow_STAR_genrich_picard_test2_peaks,Rube,with_control,narrow,STAR,genrich,picard,test2,127543
Rube_with_control_narrow_STAR_genrich_picard_test3_peaks,Rube,with_control,narrow,STAR,genrich,picard,test3,127543
Rube_with_control_narrow_STAR_genrich_sambamba_test1_peaks,Rube,with_control,narrow,STAR,genrich,sambamba,test1,127542
Rube_with_control_narrow_STAR_genrich_sambamba_test2_peaks,Rube,with_control,narrow,STAR,genrich,sambamba,test2,127543
Rube_with_control_narrow_STAR_genrich_sambamba_test3_peaks,Rube,with_control,narrow,STAR,genrich,sambamba,test3,127543
Rube_with_control_narrow_STAR_genrich_samtools_test1_peaks,Rube,with_control,narrow,STAR,genrich,samtools,test1,127543
Rube_with_control_narrow_STAR_genrich_samtools_test2_peaks,Rube,with_control,narrow,STAR,genrich,samtools,test2,127543
Rube_with_control_narrow_STAR_genrich_samtools_test3_peaks,Rube,with_control,narrow,STAR,genrich,samtools,test3,127543
Rube_with_control_narrow_STAR_macs3_no_deduplication_test1_peaks,Rube,with_control,narrow,STAR,macs3,no_deduplication,test1,1127650
Rube_with_control_narrow_STAR_macs3_no_deduplication_test2_peaks,Rube,with_control,narrow,STAR,macs3,no_deduplication,test2,1127650
Rube_with_control_narrow_STAR_macs3_no_deduplication_test3_peaks,Rube,with_control,narrow,STAR,macs3,no_deduplication,test3,1127650
Rube_with_control_narrow_STAR_macs3_picard_test1_peaks,Rube,with_control,narrow,STAR,macs3,picard,test1,1143539
Rube_with_control_narrow_STAR_macs3_picard_test2_peaks,Rube,with_control,narrow,STAR,macs3,picard,test2,1143539
Rube_with_control_narrow_STAR_macs3_picard_test3_peaks,Rube,with_control,narrow,STAR,macs3,picard,test3,1143539
Rube_with_control_narrow_STAR_macs3_sambamba_test1_peaks,Rube,with_control,narrow,STAR,macs3,sambamba,test1,1143542
Rube_with_control_narrow_STAR_macs3_sambamba_test2_peaks,Rube,with_control,narrow,STAR,macs3,sambamba,test2,1143541
Rube_with_control_narrow_STAR_macs3_sambamba_test3_peaks,Rube,with_control,narrow,STAR,macs3,sambamba,test3,1143542
Rube_with_control_narrow_STAR_macs3_samtools_test1_peaks,Rube,with_control,narrow,STAR,macs3,samtools,test1,1143539
Rube_with_control_narrow_STAR_macs3_samtools_test2_peaks,Rube,with_control,narrow,STAR,macs3,samtools,test2,1143539
Rube_with_control_narrow_STAR_macs3_samtools_test3_peaks,Rube,with_control,narrow,STAR,macs3,samtools,test3,1143539
Rube_with_control_narrow_STAR_pepr_no_deduplication_test1_peaks,Rube,with_control,narrow,STAR,pepr,no_deduplication,test1,1713483
Rube_with_control_narrow_STAR_pepr_no_deduplication_test2_peaks,Rube,with_control,narrow,STAR,pepr,no_deduplication,test2,1713484
Rube_with_control_narrow_STAR_pepr_no_deduplication_test3_peaks,Rube,with_control,narrow,STAR,pepr,no_deduplication,test3,1713484
Rube_with_control_narrow_STAR_pepr_picard_test1_peaks,Rube,with_control,narrow,STAR,pepr,picard,test1,721308
Rube_with_control_narrow_STAR_pepr_picard_test2_peaks,Rube,with_control,narrow,STAR,pepr,picard,test2,721308
Rube_with_control_narrow_STAR_pepr_picard_test3_peaks,Rube,with_control,narrow,STAR,pepr,picard,test3,721308
Rube_with_control_narrow_STAR_pepr_sambamba_test1_peaks,Rube,with_control,narrow,STAR,pepr,sambamba,test1,721309
Rube_with_control_narrow_STAR_pepr_sambamba_test2_peaks,Rube,with_control,narrow,STAR,pepr,sambamba,test2,721307
Rube_with_control_narrow_STAR_pepr_sambamba_test3_peaks,Rube,with_control,narrow,STAR,pepr,sambamba,test3,721309
Rube_with_control_narrow_STAR_pepr_samtools_test1_peaks,Rube,with_control,narrow,STAR,pepr,samtools,test1,721308
Rube_with_control_narrow_STAR_pepr_samtools_test2_peaks,Rube,with_control,narrow,STAR,pepr,samtools,test2,721308
Rube_with_control_narrow_STAR_pepr_samtools_test3_peaks,Rube,with_control,narrow,STAR,pepr,samtools,test3,721308
Rube_with_control_narrow_bowtie2_cisgenome_no_deduplication_test1_peaks,Rube,with_control,narrow,bowtie2,cisgenome,no_deduplication,test1,2228
Rube_with_control_narrow_bowtie2_cisgenome_no_deduplication_test2_peaks,Rube,with_control,narrow,bowtie2,cisgenome,no_deduplication,test2,2228
Rube_with_control_narrow_bowtie2_cisgenome_no_deduplication_test3_peaks,Rube,with_control,narrow,bowtie2,cisgenome,no_deduplication,test3,2228
Rube_with_control_narrow_bowtie2_cisgenome_picard_test1_peaks,Rube,with_control,narrow,bowtie2,cisgenome,picard,test1,16515
Rube_with_control_narrow_bowtie2_cisgenome_picard_test2_peaks,Rube,with_control,narrow,bowtie2,cisgenome,picard,test2,16515
Rube_with_control_narrow_bowtie2_cisgenome_picard_test3_peaks,Rube,with_control,narrow,bowtie2,cisgenome,picard,test3,16515
Rube_with_control_narrow_bowtie2_cisgenome_sambamba_test1_peaks,Rube,with_control,narrow,bowtie2,cisgenome,sambamba,test1,16515
Rube_with_control_narrow_bowtie2_cisgenome_sambamba_test2_peaks,Rube,with_control,narrow,bowtie2,cisgenome,sambamba,test2,16515
Rube_with_control_narrow_bowtie2_cisgenome_sambamba_test3_peaks,Rube,with_control,narrow,bowtie2,cisgenome,sambamba,test3,16515
Rube_with_control_narrow_bowtie2_cisgenome_samtools_test1_peaks,Rube,with_control,narrow,bowtie2,cisgenome,samtools,test1,16515
Rube_with_control_narrow_bowtie2_cisgenome_samtools_test2_peaks,Rube,with_control,narrow,bowtie2,cisgenome,samtools,test2,16515
Rube_with_control_narrow_bowtie2_cisgenome_samtools_test3_peaks,Rube,with_control,narrow,bowtie2,cisgenome,samtools,test3,16515
Rube_with_control_narrow_bowtie2_genrich_no_deduplication_test1_peaks,Rube,with_control,narrow,bowtie2,genrich,no_deduplication,test1,146940
Rube_with_control_narrow_bowtie2_genrich_no_deduplication_test2_peaks,Rube,with_control,narrow,bowtie2,genrich,no_deduplication,test2,146940
Rube_with_control_narrow_bowtie2_genrich_no_deduplication_test3_peaks,Rube,with_control,narrow,bowtie2,genrich,no_deduplication,test3,146940
Rube_with_control_narrow_bowtie2_genrich_picard_test1_peaks,Rube,with_control,narrow,bowtie2,genrich,picard,test1,96308
Rube_with_control_narrow_bowtie2_genrich_picard_test2_peaks,Rube,with_control,narrow,bowtie2,genrich,picard,test2,96308
Rube_with_control_narrow_bowtie2_genrich_picard_test3_peaks,Rube,with_control,narrow,bowtie2,genrich,picard,test3,96308
Rube_with_control_narrow_bowtie2_genrich_sambamba_test1_peaks,Rube,with_control,narrow,bowtie2,genrich,sambamba,test1,96310
Rube_with_control_narrow_bowtie2_genrich_sambamba_test2_peaks,Rube,with_control,narrow,bowtie2,genrich,sambamba,test2,96310
Rube_with_control_narrow_bowtie2_genrich_sambamba_test3_peaks,Rube,with_control,narrow,bowtie2,genrich,sambamba,test3,96310
Rube_with_control_narrow_bowtie2_genrich_samtools_test1_peaks,Rube,with_control,narrow,bowtie2,genrich,samtools,test1,96308
Rube_with_control_narrow_bowtie2_genrich_samtools_test2_peaks,Rube,with_control,narrow,bowtie2,genrich,samtools,test2,96308
Rube_with_control_narrow_bowtie2_genrich_samtools_test3_peaks,Rube,with_control,narrow,bowtie2,genrich,samtools,test3,96308
Rube_with_control_narrow_bowtie2_macs3_no_deduplication_test1_peaks,Rube,with_control,narrow,bowtie2,macs3,no_deduplication,test1,1329347
Rube_with_control_narrow_bowtie2_macs3_no_deduplication_test2_peaks,Rube,with_control,narrow,bowtie2,macs3,no_deduplication,test2,1329347
Rube_with_control_narrow_bowtie2_macs3_no_deduplication_test3_peaks,Rube,with_control,narrow,bowtie2,macs3,no_deduplication,test3,1329347
Rube_with_control_narrow_bowtie2_macs3_picard_test1_peaks,Rube,with_control,narrow,bowtie2,macs3,picard,test1,1329347
Rube_with_control_narrow_bowtie2_macs3_picard_test2_peaks,Rube,with_control,narrow,bowtie2,macs3,picard,test2,1329347
Rube_with_control_narrow_bowtie2_macs3_picard_test3_peaks,Rube,with_control,narrow,bowtie2,macs3,picard,test3,1329347
Rube_with_control_narrow_bowtie2_macs3_sambamba_test1_peaks,Rube,with_control,narrow,bowtie2,macs3,sambamba,test1,1329347
Rube_with_control_narrow_bowtie2_macs3_sambamba_test2_peaks,Rube,with_control,narrow,bowtie2,macs3,sambamba,test2,1329347
Rube_with_control_narrow_bowtie2_macs3_sambamba_test3_peaks,Rube,with_control,narrow,bowtie2,macs3,sambamba,test3,1329347
Rube_with_control_narrow_bowtie2_macs3_samtools_test1_peaks,Rube,with_control,narrow,bowtie2,macs3,samtools,test1,1329347
Rube_with_control_narrow_bowtie2_macs3_samtools_test2_peaks,Rube,with_control,narrow,bowtie2,macs3,samtools,test2,1329347
Rube_with_control_narrow_bowtie2_macs3_samtools_test3_peaks,Rube,with_control,narrow,bowtie2,macs3,samtools,test3,1329347
Rube_with_control_narrow_bowtie2_pepr_no_deduplication_test1_peaks,Rube,with_control,narrow,bowtie2,pepr,no_deduplication,test1,1637660
Rube_with_control_narrow_bowtie2_pepr_no_deduplication_test2_peaks,Rube,with_control,narrow,bowtie2,pepr,no_deduplication,test2,1637660
Rube_with_control_narrow_bowtie2_pepr_no_deduplication_test3_peaks,Rube,with_control,narrow,bowtie2,pepr,no_deduplication,test3,1637660
Rube_with_control_narrow_bowtie2_pepr_picard_test1_peaks,Rube,with_control,narrow,bowtie2,pepr,picard,test1,388780
Rube_with_control_narrow_bowtie2_pepr_picard_test2_peaks,Rube,with_control,narrow,bowtie2,pepr,picard,test2,388780
Rube_with_control_narrow_bowtie2_pepr_picard_test3_peaks,Rube,with_control,narrow,bowtie2,pepr,picard,test3,388780
Rube_with_control_narrow_bowtie2_pepr_sambamba_test1_peaks,Rube,with_control,narrow,bowtie2,pepr,sambamba,test1,388780
Rube_with_control_narrow_bowtie2_pepr_sambamba_test2_peaks,Rube,with_control,narrow,bowtie2,pepr,sambamba,test2,388780
Rube_with_control_narrow_bowtie2_pepr_sambamba_test3_peaks,Rube,with_control,narrow,bowtie2,pepr,sambamba,test3,388780
Rube_with_control_narrow_bowtie2_pepr_samtools_test1_peaks,Rube,with_control,narrow,bowtie2,pepr,samtools,test1,388780
Rube_with_control_narrow_bowtie2_pepr_samtools_test2_peaks,Rube,with_control,narrow,bowtie2,pepr,samtools,test2,388780
Rube_with_control_narrow_bowtie2_pepr_samtools_test3_peaks,Rube,with_control,narrow,bowtie2,pepr,samtools,test3,388780
Rube_with_control_narrow_bwa_mem_cisgenome_no_deduplication_test1_peaks,Rube,with_control,narrow,bwa_mem,cisgenome,no_deduplication,test1,2086
Rube_with_control_narrow_bwa_mem_cisgenome_no_deduplication_test2_peaks,Rube,with_control,narrow,bwa_mem,cisgenome,no_deduplication,test2,2086
Rube_with_control_narrow_bwa_mem_cisgenome_no_deduplication_test3_peaks,Rube,with_control,narrow,bwa_mem,cisgenome,no_deduplication,test3,2086
Rube_with_control_narrow_bwa_mem_cisgenome_picard_test1_peaks,Rube,with_control,narrow,bwa_mem,cisgenome,picard,test1,175097
Rube_with_control_narrow_bwa_mem_cisgenome_picard_test2_peaks,Rube,with_control,narrow,bwa_mem,cisgenome,picard,test2,15553
Rube_with_control_narrow_bwa_mem_cisgenome_picard_test3_peaks,Rube,with_control,narrow,bwa_mem,cisgenome,picard,test3,15553
Rube_with_control_narrow_bwa_mem_cisgenome_sambamba_test1_peaks,Rube,with_control,narrow,bwa_mem,cisgenome,sambamba,test1,17690
Rube_with_control_narrow_bwa_mem_cisgenome_sambamba_test2_peaks,Rube,with_control,narrow,bwa_mem,cisgenome,sambamba,test2,15553
Rube_with_control_narrow_bwa_mem_cisgenome_sambamba_test3_peaks,Rube,with_control,narrow,bwa_mem,cisgenome,sambamba,test3,35909
Rube_with_control_narrow_bwa_mem_cisgenome_samtools_test1_peaks,Rube,with_control,narrow,bwa_mem,cisgenome,samtools,test1,15553
Rube_with_control_narrow_bwa_mem_cisgenome_samtools_test2_peaks,Rube,with_control,narrow,bwa_mem,cisgenome,samtools,test2,15553
Rube_with_control_narrow_bwa_mem_cisgenome_samtools_test3_peaks,Rube,with_control,narrow,bwa_mem,cisgenome,samtools,test3,15553
Rube_with_control_narrow_bwa_mem_genrich_no_deduplication_test1_peaks,Rube,with_control,narrow,bwa_mem,genrich,no_deduplication,test1,148001
Rube_with_control_narrow_bwa_mem_genrich_no_deduplication_test2_peaks,Rube,with_control,narrow,bwa_mem,genrich,no_deduplication,test2,148001
Rube_with_control_narrow_bwa_mem_genrich_no_deduplication_test3_peaks,Rube,with_control,narrow,bwa_mem,genrich,no_deduplication,test3,148001
Rube_with_control_narrow_bwa_mem_genrich_picard_test1_peaks,Rube,with_control,narrow,bwa_mem,genrich,picard,test1,97047
Rube_with_control_narrow_bwa_mem_genrich_picard_test2_peaks,Rube,with_control,narrow,bwa_mem,genrich,picard,test2,97047
Rube_with_control_narrow_bwa_mem_genrich_picard_test3_peaks,Rube,with_control,narrow,bwa_mem,genrich,picard,test3,97047
Rube_with_control_narrow_bwa_mem_genrich_sambamba_test1_peaks,Rube,with_control,narrow,bwa_mem,genrich,sambamba,test1,97046
Rube_with_control_narrow_bwa_mem_genrich_sambamba_test2_peaks,Rube,with_control,narrow,bwa_mem,genrich,sambamba,test2,97046
Rube_with_control_narrow_bwa_mem_genrich_sambamba_test3_peaks,Rube,with_control,narrow,bwa_mem,genrich,sambamba,test3,97046
Rube_with_control_narrow_bwa_mem_genrich_samtools_test1_peaks,Rube,with_control,narrow,bwa_mem,genrich,samtools,test1,97047
Rube_with_control_narrow_bwa_mem_genrich_samtools_test2_peaks,Rube,with_control,narrow,bwa_mem,genrich,samtools,test2,97047
Rube_with_control_narrow_bwa_mem_genrich_samtools_test3_peaks,Rube,with_control,narrow,bwa_mem,genrich,samtools,test3,97047
Rube_with_control_narrow_bwa_mem_macs3_no_deduplication_test1_peaks,Rube,with_control,narrow,bwa_mem,macs3,no_deduplication,test1,1326321
Rube_with_control_narrow_bwa_mem_macs3_no_deduplication_test2_peaks,Rube,with_control,narrow,bwa_mem,macs3,no_deduplication,test2,1326321
Rube_with_control_narrow_bwa_mem_macs3_no_deduplication_test3_peaks,Rube,with_control,narrow,bwa_mem,macs3,no_deduplication,test3,1326321
Rube_with_control_narrow_bwa_mem_macs3_picard_test1_peaks,Rube,with_control,narrow,bwa_mem,macs3,picard,test1,1335248
Rube_with_control_narrow_bwa_mem_macs3_picard_test2_peaks,Rube,with_control,narrow,bwa_mem,macs3,picard,test2,1335248
Rube_with_control_narrow_bwa_mem_macs3_picard_test3_peaks,Rube,with_control,narrow,bwa_mem,macs3,picard,test3,1335248
Rube_with_control_narrow_bwa_mem_macs3_sambamba_test1_peaks,Rube,with_control,narrow,bwa_mem,macs3,sambamba,test1,1335247
Rube_with_control_narrow_bwa_mem_macs3_sambamba_test2_peaks,Rube,with_control,narrow,bwa_mem,macs3,sambamba,test2,1335247
